20230518173506,10.0.0.50,40454,10.0.0.7,65004,3,0.0-1.0,6029312,48234496
20230518173506,10.0.0.50,40458,10.0.0.7,65004,4,0.0-1.0,6815744,54525952
20230518173506,10.0.0.50,0,10.0.0.7,65004,-1,0.0-1.0,12845056,102760448
20230518173507,10.0.0.50,40458,10.0.0.7,65004,4,1.0-2.0,5242880,41943040
20230518173507,10.0.0.50,40454,10.0.0.7,65004,3,1.0-2.0,5373952,42991616
20230518173507,10.0.0.50,0,10.0.0.7,65004,-1,1.0-2.0,10616832,84934656
20230518173508,10.0.0.50,40458,10.0.0.7,65004,4,2.0-3.0,6160384,49283072
20230518173509,10.0.0.50,40454,10.0.0.7,65004,3,2.0-3.0,5242880,41943040
20230518173509,10.0.0.50,0,10.0.0.7,65004,-1,2.0-3.0,11403264,91226112
20230518173509,10.0.0.50,40458,10.0.0.7,65004,4,3.0-4.0,6160384,49283072
20230518173510,10.0.0.50,40454,10.0.0.7,65004,3,3.0-4.0,5111808,40894464
20230518173510,10.0.0.50,0,10.0.0.7,65004,-1,3.0-4.0,11272192,90177536
20230518173510,10.0.0.50,40458,10.0.0.7,65004,4,4.0-5.0,6291456,50331648
20230518173511,10.0.0.50,40454,10.0.0.7,65004,3,4.0-5.0,5373952,42991616
20230518173511,10.0.0.50,0,10.0.0.7,65004,-1,4.0-5.0,11665408,93323264
20230518173511,10.0.0.50,40454,10.0.0.7,65004,3,5.0-6.0,5242880,41943040
20230518173511,10.0.0.50,40458,10.0.0.7,65004,4,5.0-6.0,6160384,49283072
20230518173511,10.0.0.50,0,10.0.0.7,65004,-1,5.0-6.0,11403264,91226112
20230518173512,10.0.0.50,40454,10.0.0.7,65004,3,6.0-7.0,5242880,41943040
20230518173512,10.0.0.50,40458,10.0.0.7,65004,4,6.0-7.0,6291456,50331648
20230518173512,10.0.0.50,0,10.0.0.7,65004,-1,6.0-7.0,11534336,92274688
20230518173513,10.0.0.50,40454,10.0.0.7,65004,3,7.0-8.0,5373952,42991616
20230518173513,10.0.0.50,40458,10.0.0.7,65004,4,7.0-8.0,6160384,49283072
20230518173513,10.0.0.50,0,10.0.0.7,65004,-1,7.0-8.0,11534336,92274688
20230518173514,10.0.0.50,40454,10.0.0.7,65004,3,8.0-9.0,5242880,41943040
20230518173514,10.0.0.50,40458,10.0.0.7,65004,4,8.0-9.0,6160384,49283072
20230518173514,10.0.0.50,0,10.0.0.7,65004,-1,8.0-9.0,11403264,91226112
20230518173515,10.0.0.50,40454,10.0.0.7,65004,3,9.0-10.0,5242880,41943040
20230518173515,10.0.0.50,40458,10.0.0.7,65004,4,9.0-10.0,6291456,50331648
20230518173515,10.0.0.50,0,10.0.0.7,65004,-1,9.0-10.0,11534336,92274688
20230518173516,10.0.0.50,40454,10.0.0.7,65004,3,10.0-11.0,6684672,53477376
20230518173516,10.0.0.50,40458,10.0.0.7,65004,4,10.0-11.0,6160384,49283072
20230518173516,10.0.0.50,0,10.0.0.7,65004,-1,10.0-11.0,12845056,102760448
20230518173517,10.0.0.50,40458,10.0.0.7,65004,4,11.0-12.0,6160384,49283072
20230518173517,10.0.0.50,40454,10.0.0.7,65004,3,11.0-12.0,6553600,52428800
20230518173517,10.0.0.50,0,10.0.0.7,65004,-1,11.0-12.0,12713984,101711872
20230518173518,10.0.0.50,40454,10.0.0.7,65004,3,12.0-13.0,5242880,41943040
20230518173518,10.0.0.50,40458,10.0.0.7,65004,4,12.0-13.0,7602176,60817408
20230518173518,10.0.0.50,0,10.0.0.7,65004,-1,12.0-13.0,12845056,102760448
20230518173519,10.0.0.50,40454,10.0.0.7,65004,3,13.0-14.0,7864320,62914560
20230518173519,10.0.0.50,40458,10.0.0.7,65004,4,13.0-14.0,7733248,61865984
20230518173519,10.0.0.50,0,10.0.0.7,65004,-1,13.0-14.0,15597568,124780544
20230518173520,10.0.0.50,40458,10.0.0.7,65004,4,14.0-15.0,7733248,61865984
20230518173520,10.0.0.50,40454,10.0.0.7,65004,3,14.0-15.0,7995392,63963136
20230518173520,10.0.0.50,0,10.0.0.7,65004,-1,14.0-15.0,15728640,125829120
20230518173521,10.0.0.50,40458,10.0.0.7,65004,4,15.0-16.0,9306112,74448896
20230518173521,10.0.0.50,40454,10.0.0.7,65004,3,15.0-16.0,7864320,62914560
20230518173521,10.0.0.50,0,10.0.0.7,65004,-1,15.0-16.0,17170432,137363456
20230518173522,10.0.0.50,40458,10.0.0.7,65004,4,16.0-17.0,10878976,87031808
20230518173522,10.0.0.50,40454,10.0.0.7,65004,3,16.0-17.0,9306112,74448896
20230518173522,10.0.0.50,0,10.0.0.7,65004,-1,16.0-17.0,20185088,161480704
20230518173523,10.0.0.50,40458,10.0.0.7,65004,4,17.0-18.0,12582912,100663296
20230518173523,10.0.0.50,40454,10.0.0.7,65004,3,17.0-18.0,12189696,97517568
20230518173523,10.0.0.50,0,10.0.0.7,65004,-1,17.0-18.0,24772608,198180864
