20230518173939,10.0.0.50,59890,10.0.0.7,65007,10,0.0-1.0,67712,541696
20230518173939,10.0.0.50,59844,10.0.0.7,65007,3,0.0-1.0,67712,541696
20230518173939,10.0.0.50,59932,10.0.0.7,65007,12,0.0-1.0,189152,1513216
20230518173939,10.0.0.50,59904,10.0.0.7,65007,9,0.0-1.0,64768,518144
20230518173939,10.0.0.50,60040,10.0.0.7,65007,25,0.0-1.0,64768,518144
20230518173939,10.0.0.50,59862,10.0.0.7,65007,4,0.0-1.0,95680,765440
20230518173939,10.0.0.50,59996,10.0.0.7,65007,19,0.0-1.0,119968,959744
20230518173939,10.0.0.50,60024,10.0.0.7,65007,24,0.0-1.0,64768,518144
20230518173939,10.0.0.50,59916,10.0.0.7,65007,11,0.0-1.0,71392,571136
20230518173939,10.0.0.50,59958,10.0.0.7,65007,13,0.0-1.0,64768,518144
20230518173939,10.0.0.50,59944,10.0.0.7,65007,14,0.0-1.0,8388608,67108864
20230518173939,10.0.0.50,59964,10.0.0.7,65007,15,0.0-1.0,67712,541696
20230518173939,10.0.0.50,60002,10.0.0.7,65007,22,0.0-1.0,64768,518144
20230518173939,10.0.0.50,59998,10.0.0.7,65007,21,0.0-1.0,64768,518144
20230518173939,10.0.0.50,59988,10.0.0.7,65007,17,0.0-1.0,68448,547584
20230518173939,10.0.0.50,59878,10.0.0.7,65007,8,0.0-1.0,67712,541696
20230518173939,10.0.0.50,60008,10.0.0.7,65007,23,0.0-1.0,64768,518144
20230518173939,10.0.0.50,59980,10.0.0.7,65007,16,0.0-1.0,10092544,80740352
20230518173939,10.0.0.50,60000,10.0.0.7,65007,20,0.0-1.0,20578304,164626432
20230518173939,10.0.0.50,59872,10.0.0.7,65007,7,0.0-1.0,385056,3080448
20230518173939,10.0.0.50,59994,10.0.0.7,65007,18,0.0-1.0,310592,2484736
20230518173939,10.0.0.50,59860,10.0.0.7,65007,5,0.0-1.0,4194304,33554432
20230518173939,10.0.0.50,60058,10.0.0.7,65007,27,0.0-1.0,647200,5177600
20230518173939,10.0.0.50,60042,10.0.0.7,65007,26,0.0-1.0,2228224,17825792
20230518173939,10.0.0.50,59866,10.0.0.7,65007,6,0.0-1.0,7733248,61865984
20230518173939,10.0.0.50,0,10.0.0.7,65007,-1,0.0-1.0,55826944,446615552
20230518173940,10.0.0.50,59890,10.0.0.7,65007,10,1.0-2.0,0,0
20230518173940,10.0.0.50,59844,10.0.0.7,65007,3,1.0-2.0,0,0
20230518173940,10.0.0.50,59932,10.0.0.7,65007,12,1.0-2.0,212704,1701632
20230518173940,10.0.0.50,59904,10.0.0.7,65007,9,1.0-2.0,0,0
20230518173940,10.0.0.50,60040,10.0.0.7,65007,25,1.0-2.0,0,0
20230518173940,10.0.0.50,59872,10.0.0.7,65007,7,1.0-2.0,234656,1877248
20230518173940,10.0.0.50,59862,10.0.0.7,65007,4,1.0-2.0,40480,323840
20230518173940,10.0.0.50,59996,10.0.0.7,65007,19,1.0-2.0,24288,194304
20230518173940,10.0.0.50,60024,10.0.0.7,65007,24,1.0-2.0,0,0
20230518173940,10.0.0.50,59916,10.0.0.7,65007,11,1.0-2.0,0,0
20230518173940,10.0.0.50,59958,10.0.0.7,65007,13,1.0-2.0,0,0
20230518173940,10.0.0.50,59964,10.0.0.7,65007,15,1.0-2.0,24288,194304
20230518173940,10.0.0.50,60002,10.0.0.7,65007,22,1.0-2.0,0,0
20230518173940,10.0.0.50,59998,10.0.0.7,65007,21,1.0-2.0,0,0
20230518173940,10.0.0.50,59988,10.0.0.7,65007,17,1.0-2.0,0,0
20230518173940,10.0.0.50,60008,10.0.0.7,65007,23,1.0-2.0,0,0
20230518173940,10.0.0.50,59994,10.0.0.7,65007,18,1.0-2.0,231904,1855232
20230518173940,10.0.0.50,59944,10.0.0.7,65007,14,1.0-2.0,7664288,61314304
20230518173940,10.0.0.50,59878,10.0.0.7,65007,8,1.0-2.0,53215232,425721856
20230518173940,10.0.0.50,59860,10.0.0.7,65007,5,1.0-2.0,1882112,15056896
20230518173940,10.0.0.50,60042,10.0.0.7,65007,26,1.0-2.0,1095552,8764416
20230518173940,10.0.0.50,59980,10.0.0.7,65007,16,1.0-2.0,8726240,69809920
20230518173940,10.0.0.50,60058,10.0.0.7,65007,27,1.0-2.0,314752,2518016
20230518173940,10.0.0.50,59866,10.0.0.7,65007,6,1.0-2.0,3467936,27743488
20230518173940,10.0.0.50,60000,10.0.0.7,65007,20,1.0-2.0,14959456,119675648
20230518173940,10.0.0.50,0,10.0.0.7,65007,-1,1.0-2.0,92093888,736751104
20230518173941,10.0.0.50,59844,10.0.0.7,65007,3,2.0-3.0,524288,4194304
20230518173941,10.0.0.50,59872,10.0.0.7,65007,7,2.0-3.0,188416,1507328
20230518173941,10.0.0.50,59916,10.0.0.7,65007,11,2.0-3.0,6946816,55574528
20230518173941,10.0.0.50,59998,10.0.0.7,65007,21,2.0-3.0,393216,3145728
20230518173941,10.0.0.50,59964,10.0.0.7,65007,15,2.0-3.0,105248,841984
20230518173941,10.0.0.50,59890,10.0.0.7,65007,10,2.0-3.0,0,0
20230518173941,10.0.0.50,59932,10.0.0.7,65007,12,2.0-3.0,141312,1130496
20230518173941,10.0.0.50,59904,10.0.0.7,65007,9,2.0-3.0,0,0
20230518173941,10.0.0.50,60040,10.0.0.7,65007,25,2.0-3.0,0,0
20230518173941,10.0.0.50,59862,10.0.0.7,65007,4,2.0-3.0,14720,117760
20230518173941,10.0.0.50,59996,10.0.0.7,65007,19,2.0-3.0,0,0
