20230517164806,10.0.0.50,48904,10.0.0.7,65003,4,0.0-1.0,1467584,11740672
20230517164806,10.0.0.50,48894,10.0.0.7,65003,3,0.0-1.0,940736,7525888
20230517164806,10.0.0.50,0,10.0.0.7,65003,-1,0.0-1.0,2408320,19266560
20230517164807,10.0.0.50,48894,10.0.0.7,65003,3,1.0-2.0,917504,7340032
20230517164807,10.0.0.50,48904,10.0.0.7,65003,4,1.0-2.0,917504,7340032
20230517164807,10.0.0.50,0,10.0.0.7,65003,-1,1.0-2.0,1835008,14680064
20230517164808,10.0.0.50,48904,10.0.0.7,65003,4,2.0-3.0,1703936,13631488
20230517164808,10.0.0.50,48894,10.0.0.7,65003,3,2.0-3.0,1703936,13631488
20230517164808,10.0.0.50,0,10.0.0.7,65003,-1,2.0-3.0,3407872,27262976
20230517164809,10.0.0.50,48894,10.0.0.7,65003,3,3.0-4.0,2490368,19922944
20230517164809,10.0.0.50,48904,10.0.0.7,65003,4,3.0-4.0,2621440,20971520
20230517164809,10.0.0.50,0,10.0.0.7,65003,-1,3.0-4.0,5111808,40894464
20230517164810,10.0.0.50,48894,10.0.0.7,65003,3,4.0-5.0,3538944,28311552
20230517164810,10.0.0.50,48904,10.0.0.7,65003,4,4.0-5.0,3276800,26214400
20230517164810,10.0.0.50,0,10.0.0.7,65003,-1,4.0-5.0,6815744,54525952
20230517164811,10.0.0.50,48904,10.0.0.7,65003,4,5.0-6.0,3932160,31457280
20230517164811,10.0.0.50,48894,10.0.0.7,65003,3,5.0-6.0,4194304,33554432
20230517164811,10.0.0.50,0,10.0.0.7,65003,-1,5.0-6.0,8126464,65011712
20230517164812,10.0.0.50,48904,10.0.0.7,65003,4,6.0-7.0,4587520,36700160
20230517164812,10.0.0.50,48894,10.0.0.7,65003,3,6.0-7.0,4456448,35651584
20230517164812,10.0.0.50,0,10.0.0.7,65003,-1,6.0-7.0,9043968,72351744
20230517164813,10.0.0.50,48894,10.0.0.7,65003,3,7.0-8.0,5767168,46137344
20230517164813,10.0.0.50,48904,10.0.0.7,65003,4,7.0-8.0,5898240,47185920
20230517164813,10.0.0.50,0,10.0.0.7,65003,-1,7.0-8.0,11665408,93323264
20230517164814,10.0.0.50,48894,10.0.0.7,65003,3,8.0-9.0,6160384,49283072
20230517164814,10.0.0.50,48904,10.0.0.7,65003,4,8.0-9.0,6160384,49283072
20230517164814,10.0.0.50,0,10.0.0.7,65003,-1,8.0-9.0,12320768,98566144
20230517164815,10.0.0.50,48894,10.0.0.7,65003,3,9.0-10.0,6946816,55574528
20230517164815,10.0.0.50,48904,10.0.0.7,65003,4,9.0-10.0,6815744,54525952
20230517164815,10.0.0.50,0,10.0.0.7,65003,-1,9.0-10.0,13762560,110100480
20230517164816,10.0.0.50,48904,10.0.0.7,65003,4,10.0-11.0,7602176,60817408
20230517164816,10.0.0.50,48894,10.0.0.7,65003,3,10.0-11.0,7471104,59768832
20230517164816,10.0.0.50,0,10.0.0.7,65003,-1,10.0-11.0,15073280,120586240
20230517164817,10.0.0.50,48894,10.0.0.7,65003,3,11.0-12.0,7733248,61865984
20230517164817,10.0.0.50,48904,10.0.0.7,65003,4,11.0-12.0,7864320,62914560
20230517164817,10.0.0.50,0,10.0.0.7,65003,-1,11.0-12.0,15597568,124780544
